time,flow_1,flow_2,flow_3,flow_4,flow_5,flow_6,flow_7,flow_8,flow_9,flow_10,flow_11,flow_12,flow_13,flow_14,flow_15,flow_16,flow_17,flow_18,flow_19,flow_20,train or test
2022-08-03 02:00:00,15.2,4.9,68.7,19.2,1.5,14.4,3.5,0.2,1.3,0.672,1.6,1.664,2.4,0.3,0.8,1.7,2.3,2.936,0.603,0.7,train
2022-08-03 03:00:00,13.2,4.3,66.0,15.6,0.9,15.6,2.4,0.2,0.9,0.25,0.9,1.528,2.5,0.4,0.2,1.6,1.2,2.232,0.176,0.5,train
2022-08-03 04:00:00,12.5,3.4,59.8,13.9,0.9,14.0,2.0,0.2,1.0,0.208,0.6,1.16,2.2,0.2,0.5,1.6,1.2,2.064,0.499,0.7,train
2022-08-03 05:00:00,16.0,3.8,41.2,14.0,1.5,17.0,2.2,0.4,1.5,0.27,0.7,1.412,2.5,0.3,0.3,1.9,2.4,2.208,0.435,1.0,train
2022-08-03 06:00:00,29.3,12.0,57.8,26.3,3.1,45.2,7.6,1.3,5.1,1.398,2.3,3.068,3.3,1.4,1.2,2.9,4.7,4.024,1.604,1.5,train
2022-08-03 07:00:00,42.6,21.6,81.5,41.3,6.3,82.5,16.0,2.6,8.3,3.286,5.9,4.28,4.9,3.1,2.4,6.0,11.4,8.216,3.942,2.7,train
2022-08-03 08:00:00,51.9,22.7,93.0,52.7,7.7,96.3,17.8,2.4,9.4,3.91,7.1,4.9,5.2,3.1,3.0,6.4,11.9,8.928,3.972,3.5,train
2022-08-03 09:00:00,41.5,21.1,92.0,56.0,6.7,91.4,16.9,2.2,6.7,3.464,5.2,4.316,4.3,3.1,1.9,5.7,11.1,8.296,3.372,3.0,train
2022-08-03 10:00:00,54.1,18.4,89.0,47.6,5.3,78.0,12.8,1.6,5.7,3.756,5.2,3.848,3.5,2.4,1.4,6.1,8.8,7.2,2.822,3.2,train
2022-08-03 11:00:00,47.4,19.9,82.7,45.1,4.9,75.6,12.2,1.9,5.5,3.48,5.3,3.816,3.7,2.5,1.4,5.5,8.4,8.208,2.364,2.9,train
2022-08-03 12:00:00,46.2,17.1,81.0,39.7,4.2,74.4,12.6,1.6,5.7,2.534,5.3,3.592,3.4,2.4,1.8,5.5,7.5,6.696,2.636,3.0,train
2022-08-03 13:00:00,36.4,14.4,73.6,31.8,3.6,59.8,9.4,1.6,3.9,1.401,3.3,3.08,2.7,1.9,1.4,4.1,5.8,5.464,2.402,2.5,train
2022-08-03 14:00:00,30.0,10.8,64.0,22.1,3.2,53.5,6.4,0.9,3.3,1.076,2.6,2.512,2.8,1.3,0.9,3.3,4.1,4.76,1.962,2.5,train
2022-08-03 15:00:00,30.5,10.7,66.0,24.7,2.3,55.5,7.1,0.9,4.0,0.89,1.7,2.464,2.8,1.6,1.3,2.9,4.6,5.192,1.344,2.6,train
2022-08-03 16:00:00,34.6,14.8,66.2,28.4,3.5,56.8,7.4,1.2,3.9,1.31,2.8,1.856,2.8,1.9,1.3,3.4,4.8,5.04,1.888,2.4,train
2022-08-03 17:00:00,42.3,17.5,76.5,42.0,3.9,71.4,11.4,1.4,5.4,2.282,4.2,2.344,3.3,2.7,1.5,4.9,6.6,5.864,2.412,2.5,train
2022-08-03 18:00:00,49.9,20.7,86.7,54.6,5.7,88.0,15.7,2.4,7.8,2.704,6.4,3.336,4.1,3.4,1.9,6.9,8.6,7.72,3.37,2.6,train
2022-08-03 19:00:00,64.7,26.4,95.6,65.8,7.2,103.3,19.9,2.5,8.5,3.85,7.6,4.704,5.4,3.6,2.8,9.0,12.2,9.736,4.518,3.0,train
2022-08-03 20:00:00,72.5,34.6,102.0,70.5,8.5,128.5,25.6,3.6,11.5,5.126,9.0,5.9,5.2,4.9,4.3,11.4,15.2,15.752,6.276,4.1,train
2022-08-03 21:00:00,97.6,39.6,111.0,79.0,9.9,151.5,34.4,4.9,14.7,6.858,12.9,8.084,7.4,6.9,4.4,13.1,19.6,15.192,6.898,5.7,train
2022-08-03 22:00:00,77.2,41.5,111.7,76.4,10.9,150.3,33.0,5.1,14.1,7.24,13.2,8.576,8.1,7.5,4.0,11.7,20.1,16.264,7.084,6.1,train
2022-08-03 23:00:00,58.4,30.2,103.7,84.1,6.3,104.2,23.4,3.7,9.3,4.068,10.8,6.148,7.3,7.2,3.5,9.8,14.0,11.36,4.514,4.5,train
2022-08-04 00:00:00,17.3,17.4,84.0,44.9,3.7,54.5,12.8,1.9,4.7,2.378,5.3,2.46,5.0,3.7,1.9,5.2,7.7,5.824,2.958,3.3,train
2022-08-04 01:00:00,13.7,8.6,73.0,20.5,2.8,28.3,5.0,0.6,2.6,1.467,2.5,1.644,3.3,1.4,1.3,3.5,3.0,3.6,0.9,1.3,train
2022-08-04 02:00:00,14.0,5.7,70.8,15.6,2.0,18.7,3.0,0.1,1.5,0.268,1.2,0.415,2.3,0.8,0.6,2.1,1.3,2.816,0.884,0.9,train
2022-08-04 03:00:00,13.3,3.8,67.5,11.5,1.0,14.7,2.2,0.4,0.6,0.192,0.8,0.293,2.4,0.2,0.2,1.4,1.5,2.512,0.302,0.7,train
2022-08-04 04:00:00,12.4,3.9,47.3,11.8,1.0,15.0,1.9,0.3,0.5,0.091,0.9,0.299,2.6,0.6,0.2,1.3,1.3,2.448,0.264,1.0,train
2022-08-04 05:00:00,35.2,4.0,40.7,13.7,1.1,19.0,2.1,1.0,1.3,0.191,0.9,1.084,2.3,0.8,0.2,2.0,2.3,2.464,0.485,1.1,train
2022-08-04 06:00:00,19.5,10.2,58.5,28.6,3.1,45.0,8.3,1.7,4.5,1.844,3.5,3.068,3.3,1.9,1.3,3.2,5.5,4.024,1.604,1.5,train
2022-08-04 07:00:00,50.3,20.4,82.0,48.2,6.5,83.3,16.3,3.2,8.3,3.608,6.2,4.28,4.9,3.6,2.8,6.1,9.9,8.216,3.942,2.7,train
2022-08-04 08:00:00,53.5,19.5,91.8,51.4,7.1,92.0,16.2,3.1,7.4,3.91,6.1,4.9,4.8,3.3,2.7,6.4,10.8,8.928,3.972,3.7,train
2022-08-04 09:00:00,53.6,20.5,90.4,48.6,4.9,85.3,13.7,2.5,6.4,3.464,5.2,4.316,3.3,2.6,2.0,5.7,8.6,7.192,3.372,3.7,train
2022-08-04 10:00:00,49.6,18.0,82.3,40.6,5.1,72.7,11.2,1.7,5.3,3.756,4.6,3.848,3.3,2.4,1.2,5.3,7.4,7.2,2.822,2.8,train
2022-08-04 11:00:00,26.3,18.4,80.5,40.5,4.4,71.5,12.4,1.5,5.4,3.48,5.5,3.816,2.9,2.2,1.4,5.0,7.2,8.208,2.364,3.2,train
2022-08-04 12:00:00,49.1,17.5,78.2,37.5,4.6,68.2,12.6,1.3,5.2,2.534,4.4,3.592,2.7,2.3,1.5,5.9,7.5,6.696,2.636,3.4,train
2022-08-04 13:00:00,47.4,14.4,73.8,30.6,3.9,58.3,9.4,1.1,3.5,1.401,4.1,3.08,2.5,1.2,1.1,4.8,5.2,5.464,1.652,2.9,train
2022-08-04 14:00:00,19.2,9.7,62.0,22.0,2.6,41.7,7.0,0.9,2.6,1.076,2.9,2.512,1.9,1.5,1.0,3.5,3.6,4.76,1.962,3.0,train
2022-08-04 15:00:00,19.8,10.7,64.5,24.9,2.4,34.8,7.0,0.8,2.8,0.782,2.4,2.464,2.2,0.9,1.2,3.5,4.5,5.192,1.344,2.2,train
2022-08-04 16:00:00,45.1,12.1,67.5,28.9,3.1,49.5,8.0,0.9,4.0,1.32,2.5,1.856,2.9,1.2,1.0,3.4,4.8,5.04,1.888,2.2,train
2022-08-04 17:00:00,35.4,15.2,77.5,42.0,4.4,65.5,10.2,1.0,5.1,1.988,4.2,2.344,3.0,1.8,1.7,5.5,6.8,5.864,2.412,2.7,train
2022-08-04 18:00:00,58.5,19.9,85.7,52.4,5.3,76.2,12.8,2.3,6.6,2.874,5.9,3.336,3.8,2.7,1.6,6.1,8.6,7.72,3.37,2.6,train
2022-08-04 19:00:00,38.2,23.2,92.6,58.3,6.1,93.3,16.9,2.3,7.0,2.768,7.2,4.704,3.5,3.5,2.4,8.0,10.3,9.736,4.518,2.7,train
2022-08-04 20:00:00,78.4,31.2,100.4,65.8,8.9,117.0,25.8,2.1,11.1,5.126,10.6,5.9,5.1,5.0,3.8,10.2,16.6,15.752,6.276,3.8,train
2022-08-04 21:00:00,86.0,40.2,112.6,76.0,10.4,146.3,35.6,5.3,13.4,6.858,14.4,8.524,6.9,7.3,4.1,12.0,19.6,16.472,6.898,5.3,train
2022-08-04 22:00:00,73.8,39.5,115.4,80.6,11.4,148.4,33.0,5.4,15.0,7.24,13.1,7.52,8.6,8.0,4.7,13.1,20.7,15.408,7.084,5.8,train
2022-08-04 23:00:00,62.4,33.6,102.0,90.4,6.5,109.8,23.4,3.5,10.6,5.81,8.6,5.508,7.4,6.5,3.9,9.8,15.5,10.976,4.514,3.8,train
2022-08-05 00:00:00,32.7,17.6,85.6,46.1,4.1,58.8,11.9,1.9,5.2,2.378,5.3,2.46,5.2,3.0,1.9,5.3,8.1,8.432,2.958,2.7,train
2022-08-05 01:00:00,33.1,9.0,74.0,23.9,2.6,31.0,5.8,0.6,2.5,1.467,2.5,1.644,3.3,1.4,1.3,4.1,4.3,4.36,0.9,1.2,train
2022-08-05 02:00:00,13.8,5.7,71.7,17.0,1.4,19.7,3.6,0.1,1.6,0.268,1.2,0.415,2.9,0.3,0.6,2.0,2.9,3.088,0.884,0.6,train
2022-08-05 03:00:00,17.4,3.8,68.0,13.1,1.0,13.0,2.2,0.4,1.1,0.192,0.8,0.293,2.4,0.2,0.2,1.3,1.0,2.376,0.302,0.7,train
2022-08-05 04:00:00,16.7,3.3,48.5,12.0,0.8,13.0,1.7,0.3,0.9,0.091,0.9,0.299,2.4,0.2,0.2,1.3,1.1,1.976,0.264,0.5,train
2022-08-05 05:00:00,16.9,3.7,41.8,13.0,1.0,15.0,2.1,1.0,1.3,0.227,0.9,1.084,2.4,0.4,0.2,1.8,1.7,2.472,0.485,1.0,train
2022-08-05 06:00:00,43.3,9.7,57.4,25.6,2.5,39.0,6.6,1.7,4.2,1.016,3.5,3.068,2.8,0.9,1.3,2.7,4.9,3.76,1.604,2.2,train
2022-08-05 07:00:00,27.7,19.9,81.3,47.3,6.2,80.3,15.5,2.5,7.7,3.106,6.2,4.28,4.5,3.1,2.8,6.2,10.9,8.352,3.698,3.4,train
2022-08-05 08:00:00,56.0,22.2,93.3,53.2,7.8,94.2,17.4,3.3,7.5,3.21,6.1,4.9,5.5,4.5,2.7,6.6,11.1,8.696,4.342,3.5,train
2022-08-05 09:00:00,42.3,21.5,92.0,48.9,7.6,87.8,15.6,2.4,7.4,2.92,5.2,4.316,3.8,3.0,2.0,6.2,9.2,7.6,2.75,2.8,train
2022-08-05 10:00:00,52.5,18.7,87.4,44.6,7.0,80.4,13.2,1.9,5.8,2.416,4.6,3.848,3.6,3.1,1.2,6.1,7.7,7.144,2.176,2.4,train
2022-08-05 11:00:00,43.5,19.7,84.0,43.3,6.3,75.3,12.6,2.3,5.3,2.244,5.5,3.816,3.1,2.9,1.4,5.3,7.4,7.624,2.702,2.8,train
2022-08-05 12:00:00,48.0,17.0,83.0,40.0,5.2,74.5,12.3,1.9,5.5,1.6,4.4,3.592,3.2,2.6,1.5,5.5,7.6,6.632,2.524,3.3,train
2022-08-05 13:00:00,46.9,15.6,75.0,32.3,5.3,63.0,9.7,1.5,4.4,1.48,4.1,3.08,3.1,2.2,1.4,4.1,6.7,4.848,2.234,2.1,train
2022-08-05 14:00:00,21.2,11.2,66.0,22.3,3.2,47.0,6.4,1.3,3.5,0.877,2.9,2.512,2.5,1.4,1.2,3.1,3.7,4.312,1.238,2.5,train
2022-08-05 15:00:00,44.8,11.5,63.0,26.7,14.4,51.0,6.2,1.1,3.2,0.785,2.4,2.464,2.4,1.9,1.1,3.8,3.5,3.912,1.176,2.6,train
2022-08-05 16:00:00,20.8,12.0,82.8,28.7,3.1,56.0,7.1,1.1,3.7,1.486,2.5,1.856,2.6,1.5,1.2,3.6,4.5,4.808,1.562,2.6,train
2022-08-05 17:00:00,38.3,16.9,79.2,42.7,4.1,67.2,11.3,1.6,4.8,2.212,4.2,2.344,3.7,2.2,1.3,5.1,6.3,6.632,2.67,2.9,train
2022-08-05 18:00:00,68.4,21.0,87.3,52.3,5.6,79.6,13.7,2.2,6.8,2.874,5.9,3.336,4.1,2.3,2.1,7.1,7.9,7.72,2.96,2.5,train
2022-08-05 19:00:00,42.3,24.2,97.0,59.7,6.9,93.7,17.1,2.5,8.7,2.768,7.2,4.704,3.7,3.4,2.7,7.3,9.0,9.736,3.2,3.4,train
2022-08-05 20:00:00,67.0,28.3,100.7,62.9,6.5,108.7,22.4,3.5,10.2,5.126,10.6,5.9,5.7,4.5,3.8,10.2,12.6,15.752,5.122,3.0,train
2022-08-05 21:00:00,71.0,37.4,111.3,74.1,9.8,136.3,28.6,5.1,12.7,6.858,14.4,8.524,6.5,7.1,4.6,11.2,17.3,13.728,6.588,4.5,train
2022-08-05 22:00:00,68.2,39.7,112.7,77.4,8.9,145.7,33.2,4.3,14.4,7.24,13.1,7.52,7.3,5.9,4.2,12.1,19.9,14.0,7.058,5.2,train
2022-08-05 23:00:00,82.0,32.0,101.0,88.2,5.8,109.6,23.2,4.1,11.2,5.81,8.6,5.508,6.8,7.4,2.9,9.9,16.3,13.176,5.372,4.2,train
2022-08-06 00:00:00,40.8,18.6,89.3,45.2,4.9,64.4,14.0,2.4,5.6,2.378,5.3,2.46,5.2,4.4,2.0,6.1,9.5,8.432,3.39,3.0,train
2022-08-06 01:00:00,22.1,10.3,76.5,25.0,2.5,34.0,6.7,0.9,2.4,1.456,3.3,1.644,3.5,1.6,1.3,4.6,4.3,5.608,1.394,1.1,train
2022-08-06 02:00:00,12.2,6.6,70.8,16.6,1.7,21.3,4.1,0.5,1.3,0.742,1.3,0.415,2.7,0.7,0.7,2.2,2.8,3.72,0.746,0.6,train
2022-08-06 03:00:00,9.8,4.9,68.2,14.1,1.3,15.0,2.8,0.2,1.1,0.311,1.1,0.293,2.4,0.4,0.4,1.7,1.9,2.616,0.348,0.7,train
2022-08-06 04:00:00,27.9,3.4,43.0,13.4,1.1,15.3,2.3,0.3,0.6,0.266,1.3,0.299,2.3,0.2,0.4,1.6,1.4,2.304,0.322,0.7,train
2022-08-06 05:00:00,8.2,4.4,45.8,14.1,1.2,17.2,2.7,0.4,1.4,0.19,2.1,1.084,2.5,0.3,0.2,1.8,1.9,2.24,0.647,0.9,train
2022-08-06 06:00:00,41.4,10.8,62.0,27.4,2.7,43.8,6.9,1.4,4.0,1.176,2.7,3.068,3.0,1.6,1.0,2.8,5.2,4.256,1.338,1.5,train
2022-08-06 07:00:00,27.6,18.4,81.2,44.2,5.5,74.7,11.7,2.0,7.4,2.576,4.5,4.28,4.4,2.5,2.5,5.3,9.1,6.8,3.428,2.6,train
2022-08-06 08:00:00,56.8,24.6,92.0,54.3,8.1,99.3,19.0,3.2,9.8,4.054,6.6,4.9,4.2,4.0,3.3,7.8,11.6,9.104,3.746,5.1,train
2022-08-06 09:00:00,61.4,26.2,99.8,61.9,9.0,105.2,21.5,3.3,10.1,4.626,7.2,4.316,4.4,4.4,3.0,7.8,12.0,9.88,5.056,11.1,train
2022-08-06 10:00:00,60.4,26.3,96.4,55.4,9.0,101.2,20.0,3.2,9.4,3.308,7.4,3.848,4.5,4.1,2.4,7.5,14.4,10.328,4.864,10.1,train
2022-08-06 11:00:00,60.4,21.9,98.6,53.6,7.7,95.8,19.6,2.8,8.9,2.936,6.6,3.816,4.4,3.4,2.8,8.9,13.8,10.432,5.17,3.7,train
2022-08-06 12:00:00,57.4,21.4,94.7,45.5,6.4,85.8,17.1,2.5,8.3,3.58,6.1,3.592,3.6,2.8,2.7,6.7,11.9,8.592,4.6,3.0,train
2022-08-06 13:00:00,25.2,18.3,90.0,37.9,5.3,72.0,13.2,2.1,6.0,2.596,4.9,2.98,2.9,2.5,2.1,5.6,8.5,7.928,3.412,2.3,train
2022-08-06 14:00:00,44.9,13.1,82.0,26.3,4.0,53.4,9.3,1.5,4.9,1.904,3.4,2.144,2.6,1.6,1.6,3.8,7.0,6.024,2.216,2.3,train
2022-08-06 15:00:00,19.3,13.5,74.3,29.9,3.5,51.3,8.7,1.5,4.3,1.408,2.8,2.628,2.5,2.3,1.8,4.1,6.1,5.296,2.348,1.8,train
2022-08-06 16:00:00,46.2,12.9,74.4,31.1,4.3,57.3,9.9,1.5,5.4,2.172,3.6,2.776,3.0,1.6,1.5,5.0,6.7,5.808,2.954,2.3,train
2022-08-06 17:00:00,46.8,17.2,81.8,44.3,5.1,71.0,12.9,1.8,6.1,2.696,5.4,2.916,3.7,1.9,2.2,5.7,8.5,6.592,3.646,2.6,train
2022-08-06 18:00:00,50.2,21.5,87.2,56.0,5.2,80.2,15.1,2.1,7.3,3.596,6.1,3.424,3.8,2.9,2.9,6.6,10.5,7.024,3.728,3.0,train
2022-08-06 19:00:00,55.5,22.1,92.0,55.1,7.0,87.5,16.9,2.4,7.0,2.988,7.0,4.256,3.7,3.8,2.3,7.4,11.0,7.92,3.722,3.0,train
2022-08-06 20:00:00,64.0,29.8,99.8,63.4,8.4,103.0,23.3,3.4,11.0,4.45,8.8,5.36,4.8,4.7,3.2,8.9,13.3,10.664,5.078,3.2,train
2022-08-06 21:00:00,75.4,37.1,109.0,76.2,10.6,137.5,30.8,4.1,13.7,5.594,12.4,7.992,7.3,7.4,4.2,10.2,17.9,13.832,6.032,3.9,train
2022-08-06 22:00:00,79.6,41.7,114.0,77.8,10.4,143.0,30.6,4.9,16.0,6.12,11.3,6.224,7.9,6.7,4.8,11.4,19.1,13.6,6.398,5.1,train
2022-08-06 23:00:00,57.0,30.1,103.0,88.7,7.8,104.0,23.6,4.5,10.3,5.932,9.7,5.148,8.4,6.5,3.7,11.1,14.8,11.376,4.968,3.6,train
2022-08-07 00:00:00,51.1,18.5,87.0,43.2,4.3,62.5,12.9,2.1,5.7,2.188,5.3,3.46,5.9,3.6,2.4,6.9,9.3,9.4,2.722,2.9,train
2022-08-07 01:00:00,17.9,11.2,77.5,25.7,2.9,34.0,6.9,1.1,2.9,1.352,3.3,1.416,3.4,1.9,0.8,3.9,4.6,4.984,1.9,1.6,train
2022-08-07 02:00:00,36.9,6.9,71.5,17.1,1.7,16.0,4.9,0.3,1.5,0.701,1.3,0.496,2.8,0.7,0.5,2.3,3.4,3.92,1.232,0.8,train
2022-08-07 03:00:00,7.4,4.2,64.2,17.6,1.2,17.5,2.2,0.2,1.3,0.39,1.1,0.415,2.5,0.5,0.3,1.9,2.0,2.446,0.584,0.4,train
2022-08-07 04:00:00,11.3,3.6,43.0,13.2,1.0,14.5,2.3,0.2,0.7,0.083,1.3,0.24,2.2,0.2,0.3,1.7,1.4,2.32,0.378,0.5,train
2022-08-07 05:00:00,14.3,4.5,44.0,15.5,1.3,16.5,2.3,0.3,1.1,0.274,2.1,0.439,2.4,0.3,0.7,2.1,1.8,2.496,0.506,1.8,train
2022-08-07 06:00:00,26.8,9.7,58.6,24.3,3.0,39.0,5.6,0.8,4.5,1.176,2.7,3.068,2.9,1.2,0.9,2.7,4.2,4.256,1.338,1.3,train
2022-08-07 07:00:00,39.4,17.5,76.7,42.2,5.5,66.8,11.9,1.8,7.2,2.576,4.5,4.28,4.2,2.1,1.8,4.9,6.9,6.8,3.428,2.5,train
2022-08-07 08:00:00,50.3,24.9,89.0,55.4,7.7,92.0,17.4,3.3,9.0,4.054,6.6,4.9,4.6,3.3,3.2,6.0,11.4,9.104,3.746,2.6,train
2022-08-07 09:00:00,55.9,25.9,98.5,59.6,8.8,104.7,21.7,3.5,10.6,4.626,7.2,4.316,5.3,4.6,3.1,8.4,11.9,9.88,5.056,3.3,train
2022-08-07 10:00:00,54.2,25.7,96.5,60.7,7.5,104.5,19.0,3.0,9.7,3.308,7.4,3.848,5.0,4.0,2.3,7.9,13.4,10.328,4.864,3.0,train
2022-08-07 11:00:00,52.9,23.5,97.3,58.5,7.9,99.8,18.6,2.9,8.1,2.936,6.6,3.816,4.8,4.3,2.6,8.8,13.2,10.432,5.17,3.4,train
2022-08-07 12:00:00,59.7,22.3,94.2,48.6,7.1,89.7,15.7,2.8,7.8,3.58,6.1,3.592,5.0,3.8,2.8,7.4,12.3,8.592,4.6,3.9,train
2022-08-07 13:00:00,27.8,18.5,89.8,39.8,5.6,75.5,12.0,2.4,6.9,2.596,4.9,2.98,4.3,2.7,2.4,6.8,11.1,7.928,3.214,2.6,train
2022-08-07 14:00:00,58.4,14.9,86.2,27.6,4.5,59.2,9.3,1.3,6.1,1.904,3.4,2.144,3.8,2.3,1.7,5.3,6.9,6.024,2.09,2.0,train
2022-08-07 15:00:00,37.8,14.4,83.2,30.2,4.6,61.3,9.4,2.1,5.3,1.408,2.8,2.628,3.8,1.8,1.5,4.3,7.3,5.296,2.268,1.9,train
2022-08-07 16:00:00,38.9,16.9,81.0,32.0,4.6,64.3,11.9,1.8,6.2,2.172,3.6,2.776,3.0,2.1,1.6,4.8,7.7,5.808,2.954,2.4,train
2022-08-07 17:00:00,48.0,19.0,87.0,45.8,4.8,75.2,15.1,1.7,7.4,2.738,5.4,2.916,3.6,2.8,2.0,5.4,9.0,6.592,3.646,2.3,train
2022-08-07 18:00:00,52.7,21.8,87.8,59.5,6.1,81.5,15.4,2.8,7.5,3.556,6.1,3.424,4.6,3.2,1.9,5.7,9.6,7.024,3.728,2.8,train
2022-08-07 19:00:00,59.0,21.3,99.0,58.9,6.7,92.0,17.5,2.7,8.3,3.596,7.0,3.904,4.4,3.6,2.4,8.1,10.8,7.928,3.438,2.7,train
2022-08-07 20:00:00,67.3,30.6,103.2,66.9,8.7,111.0,24.1,3.3,11.5,4.876,8.8,4.404,4.6,4.7,3.6,9.9,13.0,11.688,4.762,3.8,train
2022-08-07 21:00:00,66.9,39.9,110.0,76.5,12.0,163.7,35.1,4.2,16.0,6.738,12.4,8.692,7.7,7.5,4.6,12.6,22.8,16.104,7.792,5.0,train
2022-08-07 22:00:00,99.0,49.1,116.3,81.4,12.6,163.0,35.3,5.4,16.8,9.07,11.3,9.384,8.0,9.3,4.7,13.0,25.9,17.52,8.294,5.8,train
2022-08-07 23:00:00,64.2,33.6,109.5,93.4,7.8,115.0,25.9,3.9,10.9,5.234,9.7,7.28,7.7,6.7,3.8,10.8,16.8,14.224,5.074,3.9,train
2022-08-08 00:00:00,26.5,18.7,90.0,51.8,4.0,61.8,12.3,1.5,4.5,4.13,5.3,2.872,4.9,3.0,2.5,6.5,8.2,8.536,2.278,2.5,train
2022-08-08 01:00:00,39.1,9.1,74.8,22.6,2.5,32.5,7.5,0.7,2.6,1.612,2.6,1.456,3.3,2.1,1.2,4.1,4.1,4.952,1.3,1.4,train
2022-08-08 02:00:00,11.7,5.1,71.2,15.0,1.5,19.0,3.8,0.4,1.9,0.517,1.6,0.532,3.0,1.6,0.3,2.5,1.7,3.12,0.503,0.6,train
2022-08-08 03:00:00,31.0,3.1,66.8,12.4,1.0,15.7,2.3,0.3,0.8,0.424,1.1,0.467,2.3,1.3,0.3,1.6,1.5,3.0,0.537,0.5,train
2022-08-08 04:00:00,7.3,3.1,57.0,12.1,0.9,13.8,1.8,0.4,1.2,0.185,0.7,0.343,2.5,0.3,0.2,1.5,1.6,1.976,0.265,0.4,train
2022-08-08 05:00:00,14.6,3.7,43.2,14.1,1.2,19.5,2.5,0.3,1.8,0.334,0.8,0.6,2.2,0.3,0.3,1.9,2.0,2.328,1.056,1.0,train
2022-08-08 06:00:00,31.6,11.8,62.5,30.8,4.2,49.7,9.0,1.6,5.7,1.868,2.8,2.308,2.8,1.4,1.3,3.7,5.7,4.624,1.9,1.5,train
2022-08-08 07:00:00,50.4,23.2,88.0,49.9,7.4,92.6,18.6,2.4,10.8,3.834,6.0,4.308,5.3,3.9,3.0,6.1,13.3,8.872,4.018,2.8,train
2022-08-08 08:00:00,52.8,24.1,95.0,55.6,8.3,100.0,18.1,3.0,9.7,3.71,6.1,5.216,5.1,3.7,2.5,7.1,10.7,10.248,3.868,3.4,train
2022-08-08 09:00:00,52.2,22.3,92.5,48.4,7.4,88.2,15.7,2.5,6.9,3.932,5.7,3.824,6.4,3.3,2.3,5.8,10.4,8.272,3.006,3.1,train
2022-08-08 10:00:00,47.8,18.8,88.8,43.5,7.0,84.5,15.1,1.7,6.4,4.18,5.5,3.048,4.3,3.1,1.5,5.8,8.3,6.976,2.044,3.3,train
2022-08-08 11:00:00,45.2,20.2,90.0,42.6,7.2,82.5,14.6,1.5,5.9,2.46,5.5,3.208,4.2,2.9,1.7,5.9,28.8,6.816,2.834,3.3,train
2022-08-08 12:00:00,45.6,18.6,89.2,38.9,6.1,79.5,13.0,1.5,6.5,2.654,5.4,3.224,4.0,2.5,1.8,5.5,11.6,9.288,1.95,3.7,train
2022-08-08 13:00:00,38.7,15.2,79.0,33.0,4.7,63.0,9.8,1.3,4.4,1.8,4.7,2.352,3.5,2.0,1.4,4.5,6.5,6.936,1.742,3.1,train
2022-08-08 14:00:00,32.3,10.3,68.2,22.0,4.5,48.0,7.2,0.8,4.0,1.185,3.3,1.756,2.7,1.6,0.9,3.4,4.7,5.192,1.318,2.7,train
2022-08-08 15:00:00,30.8,9.9,66.3,24.1,4.2,47.5,6.6,1.2,3.8,1.04,2.4,2.14,2.1,1.1,1.0,3.2,4.3,5.528,1.495,2.8,train
2022-08-08 16:00:00,32.7,12.5,67.0,27.1,4.2,53.0,7.1,1.0,4.0,1.184,2.8,1.672,2.8,0.8,1.2,3.5,4.5,6.448,1.512,2.6,train
2022-08-08 17:00:00,39.5,15.2,75.3,40.4,5.1,67.5,10.0,1.3,5.6,1.876,3.4,2.528,3.3,1.6,1.2,4.6,5.9,6.832,2.456,3.0,train
2022-08-08 18:00:00,47.7,20.6,85.2,51.1,6.2,83.7,14.2,1.9,7.4,3.556,5.7,3.424,4.5,2.4,1.8,6.4,9.0,7.024,3.728,3.4,train
2022-08-08 19:00:00,56.7,23.1,96.5,60.6,7.6,100.8,19.0,2.1,9.0,3.596,5.7,3.904,4.8,3.4,2.4,8.6,10.9,7.928,3.438,3.5,train
2022-08-08 20:00:00,75.3,32.0,102.7,70.4,9.8,125.5,27.4,3.3,11.1,4.876,9.2,4.404,4.7,5.8,3.3,10.4,16.0,11.688,4.762,3.7,train
2022-08-08 21:00:00,90.1,40.7,111.8,78.8,12.9,155.7,33.9,5.1,15.6,6.738,14.0,8.692,7.4,8.0,5.2,13.3,19.7,16.104,7.792,4.4,train
2022-08-08 22:00:00,89.7,42.4,114.2,80.7,12.4,151.6,34.6,5.3,17.4,9.07,13.4,9.384,8.2,8.8,5.1,12.5,21.6,17.52,8.294,6.2,train
2022-08-08 23:00:00,45.5,32.1,103.6,88.9,8.1,107.2,24.7,3.6,9.4,5.234,8.8,7.28,7.4,5.6,3.8,10.0,16.7,14.224,5.074,4.3,train
2022-08-09 00:00:00,37.5,17.7,84.4,48.0,4.5,53.5,11.3,1.4,4.4,4.13,4.7,2.872,4.6,3.2,2.5,5.5,9.1,8.536,2.278,2.5,train
2022-08-09 01:00:00,35.0,8.3,74.6,19.6,2.3,29.0,5.5,0.4,2.3,1.612,2.8,1.456,2.9,1.0,0.5,3.5,4.7,4.952,1.206,1.0,train
2022-08-09 02:00:00,8.7,5.2,70.7,16.0,1.5,18.3,3.3,0.2,1.8,0.517,1.8,0.532,2.8,0.5,0.4,2.4,2.0,3.12,0.503,0.4,train
2022-08-09 03:00:00,7.2,3.8,68.0,12.3,1.2,13.4,2.6,0.3,0.8,0.424,1.2,0.467,2.3,0.2,0.2,1.4,1.4,3.0,0.537,0.4,train
